character,traditional_character,alternate_characters,pinyin,definition,hsk_level,frequency
鼄,,,zhū,the spider,,9061
鼅,,,zhī,spider,,9062
鼖,,,fén,drum,,9063
㩳,,,sǒng,"to hold; to grasp, to detain, to uphold, to push, to stand upright; expel, to shirk, to raise up",,9064
眣,,,dié,prominent eyes,,9065
睎,,,xī,to long for; to gaze at,,9066
瞣,,,huan,,,9067
矀,,,méi,,,9068
硊,,,wěi,,,9069
碅,,,jūn,,,9070
磪,,,cuī,a high mountain; precipitous,,9071
礒,,,yǐ,,,9072
禞,,,gào,,,9073
秠,,,pī,millet,,9074
穙,,,pú,,,9075
穱,,,zhuō,,,9076
窯,,,yáo,kiln; coal mine pit,,9077
竢,,,sì,"wait for, wait until, as soon as",,9078
笍,,,zhuì,,,9079
筩,,,tóng,bamboo pipe; fish hook,,9080
篳,,,bì,"wicker, bamboo",,9081
簠,,,fǔ,an ancient vessel used for holding boiled grain,,9082
粃,,,bǐ,empty husks of grain,,9083
粖,,,mò,,,9084
糓,,,gǔ,"grain, corn",,9085
糺,,,jiū,to collaborate; to band together,,9086
紭,,,hóng,,,9087
紾,,,zhěn,turns or twist; a switch,,9088
絶,,,jué,cut,,9089
綅,,,qīn,thread,,9090
繂,,,lǜ,,,9091
繋,,,jì,"attach, connect, unite, fasten",,9092
繣,,,huà,obstinate; perverse,,9093
罙,,,mí,deep,,9094
罥,,,juàn,impede,,9095
罼,,,bì,,,9096
羗,,,qiāng,tribes in West China; strong; educated; obstinate; a particle,,9097
羜,,,zhù,lamb,,9098
翭,,,hóu,,,9099
耮,,,lào,a kind of farm tool,,9100
聸,,,dān,,,9101
肸,,,xī,spread out; smilling or laughing,,9102
胹,,,ér,cooked; well-done,,9103
脣,,,chún,lips,,9104
腬,,,ròu,"(Cant.) greasy, oily",,9105
膄,,,sòu,to become emaciated,,9106
膆,,,sù,the corp of a bird or fowl; fat,,9107
膋,,,liáo,fat,,9108
臕,,,biāo,"fat; gross, sleek",,9109
舃,,,xì,a shoe; the sole of a shoe; magpie,,9110
艫,,,lú,bow or prow of boat,,9111
艭,,,shuāng,ship,,9112
艶,,,yàn,"beautiful, sexy, voluptuous",,9113
艼,,,tīng,,,9114
荢,,,yu,,,9115
荳,,,dòu,"beans, peas; bean-shaped",,9116
萚,蘀,蘀,tuò,,,9117
蓗,,,zǒng,a plant; five-fold,,9118
蓱,,,píng,,,9119
蕋,,,ruǐ,"unopened flowers, flower buds",,9120
蕟,,,fà,,,9121
薐,,,léng,spinach,,9122
薠,,,fán,,,9123
藺,,,lìn,rush used in making mats; surname,,9124
蘓,,,sū,"thyme; revive, resurrect; soviet",,9125
蘪,,,méi,,,9126
虵,,,shé,,,9127
蚾,,,pí,,,9128
蛖,,,máng,,,9129
蛜,,,yī,,,9130
蝍,,,jié,a centipede,,9131
蝨,,,shī,louse; bed bug,,9132
蟂,,,xiāo,,,9133
蟜,,,jiǎo,insect,,9134
蠏,,,xiè,"crab, brachyura",,9135
衕,,,tòng,"alley, lane",,9136
衘,,,xián,,,9137
袟,,,zhì,book cover; satchel or bag,,9138
袬,,,gǔn,,,9139
誾,,,yín,speak gently; respectful,,9140
譅,,,sè,wriggling,,9141
譌,,,é,"false, erronious",,9142
譸,,,zhōu,"deceive, cheat; hurried, bustling",,9143
讜,,,dǎng,"counsel, advice; speak out",,9144
趝,,,jiàn,to pursue; to follow up,,9145
趡,,,cuǐ,place,,9146
跾,,,shū,,,9147
踀,,,chù,,,9148
踸,,,chěn,,,9149
蹡,,,qiāng,to limp; walking; in motion,,9150
垌,,,dòng,a field; used in place names,,9151
蹳,,,bō,,,9152
躛,,,wèi,exaggerate,,9153
躩,,,jué,"take quick, short steps",,9154
躶,,,luǒ,"bare, nude; undress, strip",,9155
軏,,,yuè,cross-bar at the end of the poles of a cart,,9156
軬,,,fàn,,,9157
輵,,,gé,great array of spears and chariots,,9158
轗,,,kǎn,fail,,9159
轥,,,lìn,,,9160
逷,,,tì,"distant, far away",,9161
遈,,,shí,,,9162
邌,,,lí,to walk slowly; to parade,,9163
鄟,,,zhuān,,,9164
醎,,,xián,,,9165
釭,,,gāng,tire of wheel; band,,9166
鈸,,,bó,cymbals,,9167
怊,,,chāo,,,9168
銌,,,zùn,,,9169
鋂,,,méi,bit cup,,9170
鋎,,,hàn,,,9171
鍐,,,zōng,"a headstall, ornament on a bride",,9172
鎴,,,xí,,,9173
鎸,,,juān,"engraving tool; carve, engrave",,9174
鑘,,,léi,,,9175
閔,,,mǐn,"mourn, grieve; urge on, incite",,9176
雋,,,juàn,"superior, outstanding, talented",,9177
膪,,,chuài,pork,,9178
霣,,,yǔn,fall,,9179
靃,,,huò,,,9180
韍,,,fú,a leather knee-pad worn during sacrifices,,9181
颩,,,biāo,,,9182
飦,,,zhān,"well-boiled congee or gruel; thick, rich",,9183
餔,,,bù,eat; dinner time; sunset,,9184
駋,,,zhāo,,,9185
騄,,,lù,name of a legendary swift horse,,9186
骩,,,wěi,,,9187
骻,,,kuà,,,9188
骾,,,gěng,any object that sticks in throat; bony,,9189
鬙,,,sēng,matted hair,,9190
鬽,,,mèi,,,9191
魫,,,shěn,the young of fish,,9192
鯈,,,tiáo,fish,,9193
鯩,,,lún,,,9194
鯬,,,lí,,,9195
鰌,,,qiū,loach; squid; lizard; eel,,9196
鲓,鮳,鮳,kǎo,,,9197
鴂,,,jué,the tailor-bird; the working bird,,9198
鶍,,,yi,,,9199
鶠,,,yǎn,,,9200
鷁,,,yì,fishhawk; bow or prow,,9201
鷖,,,yī,seagull,,9202
鸇,,,zhān,hawk; Butastur indicus,,9203
鸘,,,shuāng,eagle,,9204
鸧,鶬,鶬,cāng,oriole,,9205
鹙,鶖,鶖,qiū,large waterfowl with naked head; Garrulus glandarius,,9206
麏,,,jūn,,,9207
黮,,,dǎn,"black, dark; unclear; private",,9208
齯,,,ní,teeth grown in old age,,9209
龓,,,lǒng,a halter,,9210
盓,,,yū,,,9211
眕,,,zhěn,restraint,,9212
睘,,,qióng,round; stare,,9213
睩,,,lù,,,9214
矂,,,sào,,,9215
矵,,,qì,,,9216
矺,,,zhé,(Cant.) to press steadily,,9217
砪,,,mǔ,,,9218
硂,,,quán,,,9219
碒,,,yín,,,9220
磣,,,chěn,gritty,,9221
祤,,,yǔ,,,9222
禩,,,sì,,,9223
稑,,,lù,rice,,9224
穐,,,qiū,"fall, autumn",,9225
穛,,,zhuō,,,9226
竂,,,piáo,,,9227
笉,,,qǐn,,,9228
篟,,,qiàn,,,9229
篺,,,pí,,,9230
紂,,,zhòu,name of an emperor; saddle part,,9231
紻,,,yǎng,,,9232
綹,,,liǔ,"skein; tuft, lock; wrinkle",,9233
緐,,,fán,,,9234
縈,,,yíng,"entangle, entwine, coil",,9235
繖,,,sǎn,"umbrella, parasol, parachute",,9236
繯,,,huán,"noose; hang death; tie, bind",,9237
繴,,,bì,a kind of fishing-net,,9238
纀,,,pú,,,9239
羉,,,luán,,,9240
翈,,,xiá,,,9241
耡,,,chú,hoe,,9242
腀,,,lún,,,9243
艩,,,qí,tholepin,,9244
苅,,,yì,"cut off, reap, mow; sickle",,9245
莁,,,wú,,,9246
菞,,,lí,,,9247
菳,,,qín,,,9248
萈,,,huán,,,9249
蒁,,,shù,,,9250
蒑,,,yìn,,,9251
蓔,,,yǎo,,,9252
蓕,,,guì,,,9253
蔙,,,xuàn,,,9254
蔿,,,wěi,surname; place name,,9255
蕧,,,fù,,,9256
薆,,,ài,to cover; to hide; to conceal,,9257
薗,,,yuán,"garden; park, orchard",,9258
薝,,,zhān,,,9259
藀,,,yíng,,,9260
蘌,,,yǔ,,,9261
虋,,,mén,asparagus a variety of red-stalked millet,,9262
蚿,,,xián,millipede,,9263
蜫,,,kūn,insects,,9264
蜽,,,liǎng,,,9265
螥,,,cāng,the house-fly,,9266
蠚,,,hē,,,9267
袽,,,rú,clothes,,9268
裶,,,fēi,,,9269
裺,,,yǎn,,,9270
褣,,,róng,,,9271
褸,,,lǚ,"lapel, collar; tattered, threadbare",,9272
詅,,,líng,to sell,,9273
詇,,,yàng,,,9274
詐,,,zhà,"cheat, defraud, swindle; trick; to feign",,9275
誻,,,tà,,,9276
諧,,,xié,"harmonize, agree; joke, jest",,9277
謚,,,shì,to confer posthumous titles,,9278
豧,,,fū,,,9279
貮,,,èr,number two,,9280
賡,,,gēng,continue,,9281
賱,,,yǔn,,,9282
赑,贔,贔,bì,strong,,9283
赹,,,qióng,,,9284
赽,,,jué,,,9285
踃,,,xiāo,,,9286
蹞,,,kuǐ,,,9287
蹧,,,zāo,to spoil; to ruin,,9288
躻,,,kong,,,9289
躿,,,kāng,tall,,9290
輻,,,fú,spokes of wheel,,9291
郟,,,jiá,county in Henan province; surname,,9292
鄑,,,zī,kick; place in Shandong province,,9293
酼,,,hǎi,,,9294
醁,,,lù,a kind of green-colored wine,,9295
醕,,,chún,,,9296
醥,,,piǎo,,,9297
釪,,,huá,an alms bowl; a small bell,,9298
鈵,,,bǐng,,,9299
銒,,,xíng,,,9300
銙,,,kuǎ,,,9301
鋺,,,yuǎn,a metal bowl,,9302
錗,,,nèi,,,9303
錥,,,yù,,,9304
鍓,,,jí,,,9305
鍟,,,xīng,(Cant.) rust,,9306
鎍,,,suǒ,chain; wire,,9307
鎘,,,lì,cadmium,,9308
鏿,,,chēng,,,9309
鐎,,,jiāo,,,9310
鐤,,,dǐng,huge tripod of bronze with two ears; sacrificial vessel,,9311
鐿,,,yì,ytterbium,,9312
鑊,,,huò,"cauldron, large iron pot; a wok",,9313
锧,鑕,鑕,zhì,"tungsten, wolfram",,9314
閧,,,hòng,"boisterous; clamor, noise",,9315
闛,,,táng,,,9316
隝,,,dǎo,"dock, entrenchment, low wall",,9317
隥,,,dèng,,,9318
隦,,,jiǎo,,,9319
靄,,,ǎi,"cloudy sky, haze; calm, peaceful",,9320
靱,,,rèn,"strong and pliable, resilient",,9321
鞪,,,mù,,,9322
鞺,,,tāng,the sound of drums,,9323
鞿,,,jī,,,9324
韟,,,gāo,,,9325
顀,,,chuí,,,9326
飀,,,liú,soughing of wind; noise,,9327
飥,,,tuō,rice cake,,9328
飪,,,rèn,cooked food; cook until well done,,9329
餒,,,něi,"hungry, starving, famished",,9330
饆,,,bì,,,9331
馿,,,lǘ,an ass; a donkey,,9332
癀,,,huáng,jaundice,,9333
驦,,,shuāng,horse,,9334
髉,,,bó,,,9335
鬉,,,zōng,,,9336
鬸,,,liù,,,9337
魛,,,dāo,the mullet,,9338
鳷,,,zhī,jay (Garrulus lidthi),,9339
鵋,,,jì,,,9340
鵏,,,bǔ,,,9341
鵨,,,shū,,,9342
鵼,,,kōng,"a fabulous night-bird, grotesque monster",,9343
鷵,,,tú,,,9344
鷼,,,xián,,,9345
鸍,,,mí,,,9346
鸓,,,lěi,,,9347
鸖,,,hè,,,9348
鹠,鶹,鶹,liú,the owl,,9349
黶,,,yǎn,"mole, scar, blemish",,9350
鼉,,,tuó,"large reptile, water lizard",,9351
齰,,,zé,to bite,,9352
碀,,,chéng,,,9353
礇,,,yù,,,9354
禪,,,chán,"meditation, contemplation (dhyana); to level ground for altar; abdicate",,9355
筣,,,lí,,,9356
箏,,,zhēng,stringed musical instrument; kite,,9357
糧,,,liáng,"food, grain, provisions",,9358
紐,,,niǔ,"knot; button; handle, knob; tie",,9359
紳,,,shēn,"girdle; tie, bind; gentry",,9360
綀,,,shū,a kind of sackcloth,,9361
緱,,,gōu,cord binding on hilt of sword,,9362
缾,,,píng,"jar, bottle",,9363
羷,,,liǎn,,,9364
耊,,,diè,,,9365
臚,,,lú,arrange in order; display,,9366
艍,,,jū,,,9367
葏,,,jīng,,,9368
蠅,,,yíng,flies,,9369
詛,,,zǔ,"curse; swear, pledge",,9370
誽,,,nì,,,9371
諂,,,chǎn,"flatter, truckle, toady",,9372
賂,,,lù,bribe; give present,,9373
輧,,,píng,curtained carriage used by women,,9374
輽,,,bèn,vehicle,,9375
釦,,,kòu,"button; buckle, clasp; engrave",,9376
鈕,,,niǔ,"button, knob; surname",,9377
鏍,,,luó,,,9378
鏽,,,xiù,"rust, corrode",,9379
鐲,,,zhuó,"bracelet, armband; small bell",,9380
颱,,,tái,taiphoon,,9381
饝,,,mó,to feed an infant by hand steamed bread,,9382
騇,,,shè,,,9383
髏,,,lóu,skull; skeleton,,9384
腂,,,lěi,,,9385
臗,,,kuān,,,9386
眀,,,míng,,,9387
砫,,,zhù,,,9388
祙,,,mèi,demon,,9389
祳,,,shèn,,,9390
粧,,,zhuāng,toilet; make-up; dress up; adorn,,9391
蕣,,,shùn,hibiscus,,9392
觓,,,qiú,,,9393
趹,,,jué,,,9394
鄍,,,míng,a town in Shandong province,,9395
鈡,,,zhōng,,,9396
羭,,,yú,good,,9397
蝄,,,wǎng,,,9398
衸,,,jiè,,,9399
謡,,,yáo,"sing; folksong, ballad; rumor",,9400
閏,,,rùn,"intercalary; extra, surplus",,9401
盪,,,dàng,to toss about; to swing; to rock,,9402
眲,,,nè,,,9403
睋,,,é,,,9404
矃,,,nǐng,,,9405
矒,,,méng,,,9406
硟,,,chàn,(Cant.) to slip; to work and polish gems,,9407
碩,,,shuò,"great, eminent; large, big",,9408
磄,,,táng,,,9409
礂,,,xi,,,9410
礊,,,kè,,,9411
祰,,,gào,,,9412
祹,,,táo,,,9413
禐,,,yuàn,,,9414
秳,,,huó,,,9415
秼,,,zhū,,,9416
稄,,,xùn,,,9417
稇,,,kǔn,"to bind, as faggots of sheaves",,9418
稈,,,gǎn,stalk of grain; straw,,9419
稘,,,jī,"a full year, an anniversary",,9420
稙,,,zhī,grain ready for grinding,,9421
穢,,,huì,"dirty, unclean; immoral, obscene",,9422
竸,,,jìng,"contend, vie, compete",,9423
竾,,,chí,flute,,9424
笐,,,háng,bamboos placed across wooden frames on which grain may be stored in damp climates,,9425
笜,,,zhú,,,9426
筂,,,chí,,,9427
箒,,,zhǒu,broom,,9428
箛,,,gū,bugle,,9429
箞,,,qiān,,,9430
箤,,,zú,,,9431
箷,,,yí,,,9432
箹,,,yuē,,,9433
箿,,,jí,,,9434
篜,,,zhēng,,,9435
簞,,,dān,small bamboo basket for holding,,9436
簤,,,dài,,,9437
簨,,,sǔn,a beam for hanging bells or drums,,9438
簹,,,dāng,tall bamboo,,9439
簽,,,qiān,"sign, endorse; slip of paper",,9440
籬,,,lí,bamboo or wooden fence; hedge,,9441
粔,,,jù,cakes made from rice flour twisted into rings,,9442
粸,,,qí,,,9443
紇,,,hé,"inferior silk; tassel, fringe",,9444
紝,,,rèn,"weave, lay warp",,9445
紺,,,gàn,dark blue or reddish color,,9446
絆,,,bàn,"loop, catch; fetter, shackle",,9447
絳,,,jiàng,deep red; river in Shanxi provinc,,9448
綄,,,huán,,,9449
綊,,,xié,,,9450
綏,,,suī,"soothe, appease, pacify; carriage harness",,9451
綒,,,fū,,,9452
綔,,,hù,,,9453
綗,,,jiǒng,,,9454
綴,,,zhuì,"patch together, link, connect",,9455
緝,,,jī,to sew in close stitches,,9456
緞,,,duàn,satin,,9457
緦,,,sī,coarse cotton cloth used for mourning,,9458
緰,,,tóu,net,,9459
緶,,,biàn,"hem; plait, braid, queue",,9460
縣,,,xiàn,"county, district, subdivision",,9461
縹,,,piǎo,light blue silk; dim; misty,,9462
繜,,,zūn,,,9463
繝,,,jiàn,,,9464
繩,,,shéng,"rope, string, cord; measure, restrain",,9465
纏,,,chán,"wrap, wind around; tie, bind",,9466
罃,,,yīng,long necked jar or bottle,,9467
罝,,,jū,net for catching rabbits,,9468
罰,,,fá,"penalty, fine; punish, penalize",,9469
羴,,,shān,rank odour of sheep or goats,,9470
翢,,,dào,,,9471
聡,,,cōng,"intelligent, clever, bright",,9472
聹,,,níng,earwax,,9473
聻,,,nǐ,death of a disembodied spirit; depraved,,9474
聾,,,lóng,deaf,,9475
脕,,,wàn,,,9476
脟,,,liè,,,9477
脳,,,nao,brain,,9478
脽,,,shuí,,,9479
脿,,,biāo,,,9480
臈,,,là,year end sacrifice; dried meat,,9481
艑,,,biàn,small boat,,9482
艙,,,cāng,hold of ship; cabin,,9483
艢,,,qiáng,a mast; a yard-arm or boom,,9484
芻,,,chú,"mow, cut grass; hay, fodder",,9485
茻,,,mǎng,,,9486
荊,,,jīng,thorns; brambles; my wife; cane,,9487
菐,,,pú,a thicket,,9488
菓,,,guǒ,"fruits, nuts, berries",,9489
菙,,,chuí,,,9490
菚,,,zhàn,,,9491
菣,,,qìn,,,9492
菦,,,qín,,,9493
菨,,,jiē,,,9494
葔,,,hóu,,,9495
葠,,,shēn,ginseng,,9496
葮,,,duàn,,,9497
葲,,,quán,,,9498
蓙,,,zuo,"a mat, matting",,9499
蔁,,,zhāng,,,9500
蕛,,,tí,,,9501
蕜,,,fěi,,,9502
蕦,,,xū,,,9503
蕵,,,sūn,,,9504
蕷,,,yù,yam,,9505
薖,,,kē,"empty, hungry-looking",,9506
藨,,,biāo,,,9507
藮,,,qiáo,,,9508
藰,,,liú,,,9509
藳,,,gǎo,,,9510
藵,,,bao,,,9511
虃,,,jiān,,,9512
虘,,,cuó,,,9513
虜,,,lǔ,"to capture, imprison, seize; a prison",,9514
虝,,,hǔ,,,9515
蛥,,,shé,,,9516
蛶,,,jiè,,,9517
蜠,,,jùn,,,9518
蝸,,,wō,"a snail, Eulota callizoma",,9519
螐,,,wū,,,9520
螖,,,huá,,,9521
螡,,,wén,,,9522
螢,,,yíng,"glow-worm, luminous insect",,9523
蟳,,,xún,a kind of crab,,9524
蠌,,,zé,,,9525
蠍,,,xiē,scorpion,,9526
蠒,,,jiǎn,,,9527
蠗,,,zhuó,,,9528
蠝,,,léi,,,9529
蠟,,,là,"wax; candle; waxy, glazed",,9530
袘,,,yí,,,9531
褜,,,pao,,,9532
褨,,,suǒ,,,9533
襾,,,yà,cover; KangXi radical 146,,9534
覊,,,jī,"halter; restrain, hold, control",,9535
覚,,,jué,to wake up from sleep; conscious,,9536
覛,,,mì,,,9537
覟,,,zhì,,,9538
覠,,,jūn,,,9539
覯,,,gòu,meet or see unexpectedly,,9540
訜,,,fēn,,,9541
訡,,,yín,"to chant, to moan, to sigh",,9542
訮,,,xiān,,,9543
証,,,zhèng,"prove, confirm, verify; proof",,9544
詷,,,tóng,,,9545
詺,,,mìng,,,9546
諉,,,wěi,"pass buck, lay blame on others",,9547
諒,,,liàng,"excuse, forgive; guess, presume",,9548
諘,,,biǎo,,,9549
諦,,,dì,"careful, attentive",,9550
諺,,,yàn,"proverb, maxim",,9551
謀,,,móu,"plan, scheme; strategem",,9552
謠,,,yáo,"sing; folksong, ballad; rumor",,9553
謩,,,mò,,,9554
謸,,,áo,,,9555
謽,,,jiàng,,,9556
讍,,,è,honest speech,,9557
讛,,,yì,,,9558
貦,,,wàn,,,9559
貸,,,dài,lend; borrow; pardon,,9560
貽,,,yí,"give to, hand down, bequeath",,9561
賅,,,gāi,prepared for; inclusive,,9562
賊,,,zéi,"thief, traitor",,9563
賳,,,zāi,,,9564
賺,,,zhuàn,"make money, earn; gain, profit",,9565
贀,,,yì,,,9566
贄,,,zhì,gift superior; gift given,,9567
贊,,,zàn,"help, support, assist, aid",,9568
贌,,,pu,,,9569
趪,,,huáng,,,9570
跁,,,bà,"trample on, tread on; search for; (Cant.) to squat down",,9571
跈,,,niǎn,,,9572
跒,,,qiǎ,,,9573
蹖,,,chōng,,,9574
軀,,,qū,body,,9575
軇,,,dào,,,9576
軔,,,rèn,a block that keeps a wheel from moving,,9577
軘,,,tún,war car,,9578
軣,,,hōng,"rumble, explosion, blast",,9579
軻,,,kē,axle; personal name of mencius,,9580
輒,,,zhé,sides of chariot where weapons,,9581
輥,,,gǔn,"turn round, revolve; roller",,9582
輦,,,niǎn,a hand-cart; to transport by carriage,,9583
轟,,,hōng,"rumble, explosion, blast",,9584
逇,,,dùn,,,9585
邔,,,qǐ,,,9586
邥,,,shěn,,,9587
邫,,,bāng,,,9588
鄽,,,chán,,,9589
醆,,,zhǎn,wine cup; muddy wine,,9590
醞,,,yùn,"liquor, spirits, wine; ferment",,9591
醽,,,líng,kind of wine,,9592
釥,,,qiǎo,,,9593
鈂,,,chén,,,9594
鈽,,,bū,plutonium,,9595
鉍,,,bì,bismuth,,9596
鉛,,,qiān,lead plumbum,,9597
銓,,,quán,"weigh, measure; select officials",,9598
銜,,,xián,"bit; hold in mouth, bite; gag",,9599
鋇,,,bèi,barium,,9600
鋒,,,fēng,"point of spear, sharp point",,9601
鋰,,,lǐ,lithium,,9602
鋷,,,zuì,,,9603
錠,,,dìng,"spindle, slab, cake, tablet",,9604
錦,,,jǐn,"brocade, tapestry; embroidered",,9605
鎲,,,tǎng,,,9606
鏈,,,liàn,"chain, wire, cable; chain, shack",,9607
鏟,,,chǎn,"spade, shovel, trowel, scoop",,9608
鐑,,,qiè,,,9609
鐬,,,huì,,,9610
鑲,,,xiāng,"insert, inlay, set, mount; fill",,9611
鑴,,,xī,"to engrave or carve, as a block for printing",,9612
鑿,,,záo,"chisel; bore, pierce",,9613
镻,,,dié,,,9614
閑,,,xián,"fence, barrier; defend; idle time",,9615
閰,,,jú,,,9616
閳,,,chǎn,,,9617
閴,,,qù,quiet,,9618
閹,,,yān,castrate; eunuch,,9619
闌,,,lán,door screen; railing fence,,9620
闡,,,chǎn,"explain, clarify, elucidate",,9621
陮,,,duì,,,9622
陻,,,yīn,"small hill, mound; bury; dam",,9623
霂,,,mù,"fine rain, drizzle",,9624
靵,,,niǔ,,,9625
鞊,,,jié,,,9626
鞛,,,běng,,,9627
韓,,,hán,fence; surname; Korea,,9628
韴,,,zá,,,9629
韷,,,lè,,,9630
頊,,,xū,grieved; anxious,,9631
頋,,,ě,"to care for, to look after to regard; to turn the head round to look",,9632
頓,,,dùn,"pause, stop; bow, kowtow; arrange",,9633
頜,,,hé,mouth; jaw,,9634
顕,,,xiǎn,"manifest, display; evident, clear",,9635
顨,,,xùn,,,9636
顴,,,quán,cheek bones,,9637
飷,,,jiě,,,9638
飺,,,cí,,,9639
飾,,,shì,"decorate, ornament, adorn; to deceive",,9640
餀,,,hài,tainted food,,9641
餌,,,ěr,"bait; bait, entice; dumplings",,9642
餓,,,è,hungry; greedy for; hunger,,9643
饒,,,ráo,"bountiful, abundant, plentiful",,9644
饡,,,zàn,,,9645
饳,飿,飿,duò,,,9646
饻,餏,餏,xī,,,9647
馴,,,xún,"tame, docile, obedient",,9648
駜,,,bì,strong horse,,9649
駣,,,táo,,,9650
駥,,,róng,,,9651
駨,,,xūn,,,9652
駶,,,jú,,,9653
騰,,,téng,fly; gallop; run; prance; rise,,9654
騿,,,zhāng,,,9655
驁,,,ào,"wild horse, mustang; wild",,9656
驇,,,zhì,heavy horse; horse unable to move because of twisted leg; plodding,,9657
驑,,,liú,,,9658
驕,,,jiāo,spirited horse; haughty,,9659
驖,,,tiě,black (horse),,9660
驥,,,jì,thoroughbred horse; refined,,9661
髞,,,sào,"high, imposing, eminent",,9662
鬀,,,tì,to shave,,9663
鬄,,,dí,,,9664
鬅,,,péng,unkempt hair; loose; flowing hair; (Cant.),,9665
鬢,,,bìn,hair on temples,,9666
鬧,,,nào,quarrel; dispute hotly,,9667
魰,,,wén,the flying-fish,,9668
魵,,,fén,shrimp,,9669
魸,,,pian,,,9670
魺,,,hé,,,9671
鯊,,,shā,shark,,9672
鯐,,,zou,,,9673
鯓,,,ní,,,9674
鯖,,,zhēng,mackerel,,9675
鯗,,,xiǎng,dried fish,,9676
鰞,,,wū,squid,,9677
鰬,,,qián,,,9678
鰵,,,mǐn,codfish,,9679
鰸,,,qū,,,9680
鰻,,,mán,eel,,9681
鱌,,,xiàng,,,9682
鱺,,,lí,eel,,9683
鳩,,,jiū,"pigeon, dove; collect, assemble",,9684
鳪,,,bú,,,9685
鳶,,,yuān,kite; Milvus species (various),,9686
鴭,,,duī,,,9687
鴳,,,yàn,quail,,9688
鴴,,,héng,,,9689
鴵,,,xiāo,,,9690
鴺,,,tí,the pelican,,9691
鴽,,,rú,a species of bird resembling quail,,9692
鵁,,,jiāo,the fishing cormorant,,9693
鵝,,,é,goose,,9694
鶈,,,qī,,,9695
鶐,,,shù,,,9696
鶓,,,miáo,emu,,9697
鶩,,,wù,duck,,9698
鶴,,,hè,crane; Grus species (various),,9699
鷩,,,bì,pheasant,,9700
鷴,,,xián,silver pheasant badge worn by civil officials of the 5th grade; Lophura species (various),,9701
鷽,,,xué,"oriental bullfinch, weaver bird; Pyrrhula species (various)",,9702
麩,,,fū,bran,,9703
麵,,,miàn,"flour, dough, noodles",,9704
鼑,,,dǐng,,,9705
鼘,,,yuān,,,9706
鼮,,,tíng,,,9707
齲,,,qǔ,tooth decay,,9708
齼,,,chǔ,,,9709
龝,,,qiū,"autumn, fall; year",,9710
䦃,鐯,鐯,zhuō,"(simplified form) to dig with a hoe, a big hoe",,9711
䲣,䱷,䱷,yú,(simplified form) to fish; to seize,,9712
䲠,鰆,鰆,chūn,(simplified form,,9713
禖,,,méi,sacrifice,,9714
禵,,,tí,,,9715
秅,,,chá,,,9716
竌,,,chù,,,9717
籙,,,lù,book,,9718
粵,,,yuè,Guangdong and Guangxi provinces; initial particle,,9719
緋,,,fēi,"scarlet, dark red, crimson; purple",,9720
羠,,,yí,,,9721
翖,,,xì,ksc extension 3108,,9722
艣,,,lǔ,"stern oar, scull [?]",,9723
蚡,,,fén,mole,,9724
訹,,,xù,to beguile with false stories,,9725
諠,,,xuān,"noisy, uproarious; forget",,9726
輂,,,jú,,,9727
輨,,,guǎn,,,9728
遶,,,rào,entwine; wind around; surround,,9729
鈆,,,qiān,lead,,9730
鈖,,,fēn,,,9731
銅,,,tóng,"copper, brass, bronze cuprum",,9732
鍥,,,qiè,"sickle; cut, carve, engrave",,9733
鎇,,,méi,americium,,9734
绗,絎,絎,háng,baste,,9735
鐷,,,yè,,,9736
閽,,,hūn,"gatekeeper; gate, door",,9737
闟,,,xì,peacefully; quietly,,9738
