character,traditional_character,alternate_characters,pinyin,hsk_level,frequency,definition
"痰","","","tán","","3044","phlegm, mucus, spittle"
"袜","襪","襪","wà","4","3045","socks, stockings"
"峙","","","zhì","","3046","stand erect, stand up; pile up"
"柬","","","jiǎn","6","3047","letter, invitation; choose"
"蝉","蟬","蟬","chán","","3048","cicada; continuous"
"蟹","","","xiè","","3049","crab, brachyura"
"谏","諫","諫","jiàn","","3050","remonstrate, admonish"
"鹃","鵑","鵑","juān","","3051","cuckoo"
"擎","","","qíng","6","3052","lift up, hold up, support"
"皓","","","hào","","3053","bright, luminous; clear; hoary"
"朕","","","zhèn","","3054",""
"疤","","","bā","6","3055","scar, cicatrix; birthmark"
"禺","","","yú","","3056","district; mountain in Zhejiang"
"铲","鏟","鏟","chǎn","","3057","spade, shovel, trowel, scoop"
"酶","","","méi","","3058","enzymes; (Cant.) soft"
"钝","鈍","鈍","dùn","6","3059","blunt, obtuse; dull; flat; dull-witted"
"氓","","","máng","6","3060","people; subjects; vassals"
"匣","","","xiá","","3061","small box, case, coffer"
"弧","","","hú","","3062","wooden bow; arc, crescent"
"峨","","","é","","3063","lofty"
"锥","錐","錐","zhuī","","3064","gimlet, awl, drill, auger; bore"
"揪","","","jiū","","3065","grasp with hand, pinch"
"杠","槓","槓","gāng","6","3066","lever, pole, crowbar; sharpen"
"吭","","","kēng","","3067","throat"
"崛","","","jué","","3068","towering, eminent; rise abruptly"
"诬","誣","誣","wū","6","3069","make false accusation; defame"
"冉","","","rǎn","","3070","tender; weak; proceed gradually"
"抒","","","shū","6","3071","express; eliminate; relieve"
"庚","","","gēng","","3072","7th heavenly stem"
"悍","","","hàn","","3073","courageous, brave; violent"
"靡","","","mí","","3074","divide, disperse, scatter"
"晦","","","huì","","3075","dark, unclear, obscure; night"
"醋","","","cù","5","3076","vinegar; jealousy, envy"
"壕","","","háo","","3077","trench, ditch, channel, moat"
"锯","鋸","鋸","jù","","3078","a saw; to saw; amputate"
"夭","","","yāo","","3079","young, fresh-looking; die young"
"咦","","","yí","","3080","exclamation of surprise"
"侈","","","chǐ","6","3081","luxurious, extravagant"
"婢","","","bì","","3082","servant girl; your servant"
"猾","","","huá","5","3083","crafty, cunning, shrewd; deceitful"
"徘","","","pái","6","3084","walk back and forth, hesitate"
"硝","","","xiāo","","3085","saltpeter, niter; to tan"
"煽","","","shān","","3086","stir up, incite, agitate, provoke"
"皂","皁","皁","zào","5","3087","soap; black; menial servant"
"舵","","","duò","","3088","rudder, helm"
"嗦","","","suo","6","3089","suck"
"狈","狽","狽","bèi","6","3090","a legendary animal with short forelegs which rode a wolf"
"靴","","","xuē","","3091","boots"
"捂","","","wǔ","","3092","resist"
"疮","瘡","瘡","chuāng","","3093","tumor, boil, sore, wound"
"郝","","","hǎo","","3094","surname; place in modern Shanxi"
"苛","","","kē","","3095","small, petty; harsh, rigorous"
"秽","穢","穢","huì","","3096","dirty, unclean; immoral, obscene"
"茜","","","qiàn","","3097","madder, rubia cordifolia; reeds"
"搓","","","cuō","6","3098","to rub or roll between the hands"
"芸","","","yún","","3099","rue, herb used to keep insects away; to cut grass or weeds; art, talent, ability, craft, technique, performance, acting, trick, stunt"
"酱","醬","醬","jiàng","5","3100","any jam-like or paste-like food"
"赁","賃","賃","lìn","6","3101","rent, hire; hired person"
"檐","","","yán","","3102","eaves of house; brim, rim"
"饷","餉","餉","xiǎng","","3103","rations and pay for soldiers"
"蕉","","","jiāo","3","3104","banana; plantain"
"铀","鈾","鈾","yóu","","3105","uranium"
"苔","","","tái","","3106","moss, lichen"
"赦","","","shè","","3107","forgive, remit, pardon"
"缎","緞","緞","duàn","","3108","satin"
"舷","","","xián","","3109","the sides of a boat, bulwarks; a gunwale"
"筷","","","kuài","3","3110","chopsticks"
"朔","","","shuò","","3111","first day of lunar month; the north"
"婪","","","lán","6","3112","covet; covetous, avaricious"
"紊","","","wěn","6","3113","confused, disorder"
"厮","廝","廝","sī","","3114","servant; to make a disturbance"
"婿","","","xù","","3115","son-in-law; husband"
"寥","","","liáo","","3116","few, scarce; empty, deserted"
"兢","","","jīng","6","3117","fearful, cautious, wary"
"糙","","","cāo","5","3118","coarse, harsh, rough, unpolished rice"
"卦","","","guà","","3119","fortune telling; tell fortunes"
"槐","","","huái","","3120","locust tree"
"扒","","","bā","6","3121","scratch; dig up; crawl; crouch"
"裴","","","péi","","3122","surname; look of a flowing gown"
"祀","","","sì","","3123","to sacrifice, worship"
"埔","","","bù","","3124","plain, arena; port, market"
"絮","","","xù","","3125","waste cotton, raw silk or cotton"
"芭","","","bā","","3126","plantain or banana palm; fragrant"
"屉","屜","屜","tì","5","3127","drawer; tray; pad; screen"
"痪","瘓","瘓","huàn","6","3128","paralysis, numbness of limbs"
"霄","","","xiāo","","3129","sky; clouds, mist; night"
"绽","綻","綻","zhàn","","3130","ripped seam, rend, crack"
"宵","","","xiāo","6","3131","night, evening, dark"
"邑","","","yì","","3132","area, district, city, state"
"霖","","","lín","","3133","long spell of rain, copious rain"
"岔","","","chà","6","3134","diverge, branch off; fork in road"
"饵","餌","餌","ěr","","3135","bait; bait, entice; dumplings"
"茄","","","jiā","","3136","eggplant"
"韧","韌","韌","rèn","6","3137","strong and pliable, resilient"
"琪","","","qí","","3138","type of jade"
"邹","鄒","鄒","zōu","","3139","name of an ancient state; surname"
"瑚","","","hú","","3140","coral; person of virtue"
"憋","","","biē","6","3141","to suppress inner feelings; hasty"
"殆","","","dài","","3142","dangerous, perilous; endanger"
"噜","嚕","嚕","lū","","3143","verbose, talkative; mumbling"
"忒","","","tè","","3144","excessive; too; very-usually of objectionable things; to err; to mistake; changeable"
"忿","","","fèn","","3145","get angry; fury, exasperation"
"衅","釁","釁","xìn","6","3146","consecrate sacrificial vessels by smearing blood; rift"
"淳","","","chún","","3147","honest, simple, unsophisticated; cyanogen; ethane dinitrile"
"悖","","","bèi","","3148","be contradictory to, go counter"
"髦","","","máo","5","3149","flowing hair of young child"
"孜","","","zī","","3150","be as diligent as possible"
"粤","粵","粵","yuè","","3151","Guangdong and Guangxi provinces; initial particle"
"隘","","","ài","6","3152","narrow, confined; a strategic pass"
"濒","瀕","瀕","bīn","6","3153","approach, be on verge of; near"
"铮","錚","錚","zhēng","","3154","clanging sound; small gong"
"畸","","","jī","","3155","odd, fractional, remainder, odds"
"剔","","","tī","6","3156","pick out; scrape off; scrape meat"
"坞","塢","塢","wù","","3157","entrenchment, bank, low wall"
"篱","籬","籬","lí","","3158","bamboo or wooden fence; hedge"
"淀","澱","澱","diàn","6","3159","shallow water, swamp; swampy"
"蓦","驀","驀","mò","","3160","suddenly, quickly, abruptly"
"唬","","","hǔ","","3161","to intimidate; to scare"
"锣","鑼","鑼","luó","","3162","gong"
"汀","","","tīng","","3163","sandbar, beach, bank, shore"
"趾","","","zhǐ","","3164","toe; tracks, footprints"
"缉","緝","緝","jī","6","3165","to sew in close stitches"
"嫦","","","cháng","","3166","name of a moon goddess"
"斟","","","zhēn","6","3167","to pour wine or tea into a cup; to gauge"
"鞍","","","ān","","3168","saddle; any saddle-shaped object"
"扳","","","bān","","3169","pull; drag; right itself"
"拴","","","shuān","","3170","bind with rope, fasten"
"诅","詛","詛","zǔ","","3171","curse; swear, pledge"
"谟","謨","謨","mó","","3172","scheme, plan; plan; be without"
"呃","","","è","","3173","belch; hiccup"
"懦","","","nuò","","3174","weak, timid, cowardly"
"逞","","","chěng","","3175","indulge oneself; brag, show off"
"犁","","","lí","","3176","plow"
"忏","懺","懺","chàn","","3177","regret, repent; confess sins"
"拧","擰","擰","níng","6","3178","pinch; twist, wring; determined"
"亥","","","hài","","3179","12th terrestrial branch"
"佟","","","tóng","","3180","a name"
"叱","","","chì","","3181","scold, shout at, bawl out"
"舜","","","shùn","","3182","legendary ruler"
"绊","絆","絆","bàn","","3183","loop, catch; fetter, shackle"
"龚","龔","龔","gōng","","3184","give, present; reverential"
"腮","","","sāi","","3185","lower part of face; jaw; gills of a fish"
"邸","","","dǐ","","3186","official residence, residence of"
"椒","","","jiāo","5","3187","pepper, spices"
"蔚","","","wèi","6","3188","luxuriant, thick; ornamental"
"湛","","","zhàn","","3189","deep; profound; clear; tranquil, placid"
"狩","","","shòu","","3190","winter hunting; imperial tour"
"眶","","","kuàng","6","3191","eye socket; rim of eye"
"栈","棧","棧","zhàn","","3192","warehouse; tavern, inn"
"薇","","","wēi","","3193","Osmunda regalis, a species of fern"
"肮","骯","骯","āng","","3194","dirty"
"瀑","","","pù","6","3195","waterfall, cascade; heavy rain"
"渣","","","zhā","6","3196","refuse, dregs, lees, sediment"
"褂","","","guà","","3197","jacket, overcoat, coat; gown"
"叽","嘰","嘰","jī","","3198","sigh in disapproval; take small"
"臀","","","tún","","3199","buttocks"
"妞","","","niū","","3200","girl"
"巍","","","wēi","","3201","high, lofty, majestic, eminent"
"唔","","","wú","","3202","hold in mouth; bite; (Cant.) not, negation"
"疚","","","jiù","","3203","chronic disease, chronic illness; sorrow"
"鲤","鯉","鯉","lǐ","","3204","carp"
"戎","","","róng","","3205","arms, armaments; military affair"
"肇","","","zhào","","3206","begin, commence, originate"
"笃","篤","篤","dǔ","","3207","deep, true, sincere, genuine"
"辙","轍","轍","zhé","6","3208","wagon ruts, wheel tracks"
"娴","嫺","嫺","xián","","3209","elegant, refined; skillful"
"阮","","","ruǎn","","3210","ancient musical instrument: surname"
"札","","","zhá","","3211","letter, note; correspondence"
"懊","","","ào","","3212","vexed, worried, nervous; regret"
"焘","燾","燾","dào","","3213","shine, illuminate; cover, envelope"
"恤","","","xù","","3214","show pity; relieve, help"
"疹","","","zhěn","","3215","measles; rash; fever"
"潇","瀟","瀟","xiāo","6","3216","sound of beating wind and rain"
"铝","鋁","鋁","lǚ","","3217","aluminum"
"涤","滌","滌","dí","","3218","wash, cleanse, purify; sweep"
"恃","","","shì","","3219","rely on, presume on, trust to"
"喽","嘍","嘍","lóu","","3220","used in onomatopoetic expressions"
"砌","","","qì","","3221","to build, pile up; stone steps, brick walk"
"遁","","","dùn","","3222","hide, conceal oneself; escape"
"楞","","","léng","","3223","used for Ceylon in Buddhist texts"
"阱","","","jǐng","6","3224","pitfall, trap, snare"
"咎","","","jiù","","3225","fault, defect; error, mistake"
"洼","窪","窪","wā","","3226","hollow; pit; depression; swamp"
"炳","","","bǐng","","3227","bright, luminous; glorious"
"噬","","","shì","","3228","bite; gnaw; snap at"
"枫","楓","楓","fēng","","3229","maple tree"
"拷","","","kǎo","","3230","torture and interrogate; hit"
"哆","","","duō","6","3231","tremble, shiver, shudder, quiver"
"矶","磯","磯","jī","","3232","jetty; submerged rock; eddy"
"苇","葦","葦","wěi","","3233","reed"
"翩","","","piān","","3234","fly, flutter"
"窒","","","zhì","","3235","stop up, obstruct"
"侬","儂","儂","nóng","","3236","I; you; family name"
"靶","","","bǎ","","3237","target; splashboard on chariot"
"胰","","","yí","","3238","pancreas; soap"
"芜","蕪","蕪","wú","","3239","luxurious growth of weeds"
"辫","辮","辮","biàn","6","3240","braid; pigtail, plait, queue"
"嚎","","","háo","","3241","cry loudly, yell, scream"
"妾","","","qiè","","3242","concubine"
"幌","","","huǎng","","3243","curtain, cloth screen"
"踉","","","liáng","","3244","hop, jump; hurriedly, urgently"
"佃","","","diàn","","3245","tenant farmer; be a tenant farmer"
"葫","","","hú","","3246","bottle-gourd"
"皖","","","wǎn","","3247","Anhui province"
"拽","","","zhuāi","6","3248","drag, tow; throw; twist"
"滤","濾","濾","lǜ","6","3249","strain out, filter"
"睬","","","cǎi","6","3250","notice; pay attention to"
"俞","","","yú","","3251","surname; consent, approve"
"匕","","","bǐ","","3252","spoon, ladle; knife, dirk"
"谤","謗","謗","bàng","6","3253","slander, libel"
"嗤","","","chī","","3254","laugh at, ridicule, sneer; snort"
"捍","","","hàn","6","3255","ward off, guard against, defend"
"孵","","","fū","","3256","sit on eggs, hatch"
"倪","","","ní","","3257","feeble, tiny, young and weak"
"瘾","癮","癮","yǐn","6","3258","rash; addiction, craving, habit"
"敝","","","bì","","3259","break, destroy; broken, tattered"
"匡","","","kuāng","","3260","correct, restore, revise"
"磋","","","cuō","6","3261","polish, buff; scrutinize"
"绫","綾","綾","líng","","3262","thin silk, damask silk"
"淆","","","xiáo","6","3263","confused, in disarray, mixed up"
"尧","堯","堯","yáo","","3264","a legendary ancient emperor-sage"
"蕊","","","ruǐ","","3265","unopened flowers, flower buds"
"烘","","","hōng","6","3266","bake, roast; dry by fire"
"璋","","","zhāng","","3267","jade plaything; jade ornament"
"亢","","","kàng","","3268","high, proud; violent, excessive; skilled; name"
"轧","軋","軋","yà","","3269","crush by weight; grind"
"赂","賂","賂","lù","6","3270","bribe; give present"
"蝗","","","huáng","","3271","kind of locust"
"榆","","","yú","","3272","elm tree"
"骏","駿","駿","jùn","","3273","excellent horse, noble steed"
"诛","誅","誅","zhū","","3274","execute, kill, put to death; punish"
"勺","","","sháo","4","3275","spoon, ladle; unit of volume"
"梵","","","fàn","","3276","Buddhist, Sanskrit"
"炽","熾","熾","chì","","3277","burning-hot, intense; to burn, blaze; splendid, illustrious"
"笠","","","lì","","3278","bamboo hat; bamboo covering"
"颌","頜","頜","hé","","3279","mouth; jaw"
"闸","閘","閘","zhá","","3280","sluice; flood gate, canal lock"
"狒","","","fèi","","3281","baboon"
"樊","","","fán","","3282","a railing; a fence an enclosed place"
"镕","鎔","鎔","róng","","3283","fuse, melt, smelt; mold"
"垢","","","gòu","","3284","dirt, filth, stains; dirty"
"瘟","","","wēn","","3285","epidemic, plague, pestilence"
"缪","繆","繆","móu","","3286","wind around, bind; prepare"
"菇","","","gū","","3287","mushrooms"
"琦","","","qí","","3288","gem, precious stone, jade"
"剃","","","tì","","3289","shave"
"迸","","","bèng","6","3290","gush out; burst forth; split"
"溺","","","nì","","3291","drown; submerge in water; indulge"
"炫","","","xuàn","6","3292","shine, glitter; show off, flaunt"
"惚","","","hū","","3293","absent-minded, confused"
"嗨","","","hāi","6","3294","an exclamation"
"陨","隕","隕","yǔn","","3295","fall, slip; let fall; die"
"赃","贓","贓","zāng","","3296","booty, loot, stolen goods; bribe"
"羁","羈","羈","jī","","3297","halter; restrain, hold, control"
"臻","","","zhēn","","3298","reach, arrive; utmost, superior"
"嘀","","","dí","","3299","backbite"
